schema_name,table_name,column_name,dType,is_not_null,description,is_primary_key,not_null_perc,unique_perc
schema,uzp_dwh_fact_outflow,report_dt,date,False,Отчетная дата,False,100.0,0.5
schema,uzp_dwh_fact_outflow,tb_id,int2,False,Идентификатор ТБ,False,100.0,0.11
schema,uzp_dwh_fact_outflow,gosb_id,int4,False,Идентификатор ГОСБ,False,100.0,0.93
schema,uzp_dwh_fact_outflow,inn,int8,False,ИНН,True,100.0,98.75
schema,uzp_dwh_fact_outflow,segment_name,varchar(100),False,Наименование сегмента,False,1.61,0.04
schema,uzp_dwh_fact_outflow,is_force,boolean,False,Признак силовой организации,False,100.0,0.02
schema,uzp_dwh_fact_outflow,mzp_fio,varchar(100),False,ФИО закрепленного МЗП,False,27.21,11.53
schema,uzp_dwh_fact_outflow,saphr_id,int8,False,Табельный номер закрепленного МЗП,False,27.22,11.47
schema,uzp_dwh_fact_outflow,calc_fl_qty,int4,False,"Расчетное количество получателей при расчета Оттока. Обозначается как минимальное кол-во получателей за периоды T-1, T-2, T-12",False,100.0,1.46
schema,uzp_dwh_fact_outflow,prev_m_overflow_qty,int4,False,"Кол-во ФЛ, перешедших получать ЗП в другую организацию, но оставшихся ЗП клиентами СБЕРа",False,100.0,0.01
schema,uzp_dwh_fact_outflow,plan_payee_qty,int4,False,Плановое количество получателей начислений,False,100.0,1.46
schema,uzp_dwh_fact_outflow,fact_payee_qty,int4,False,Фактическое количество получателей начислений,False,100.0,1.14
schema,uzp_dwh_fact_outflow,outflow_qty,int4,False,Кол-во ФЛ переставших быть ЗП клиентами,False,100.0,0.94
schema,uzp_dwh_fact_outflow,outflow_perc,"numeric(18, 4)",False,Доля оттока,False,100.0,0.95
schema,uzp_dwh_fact_outflow,other_inn_emp_perc,"numeric(18, 4)",False,Доля сотрудников получивших выплаты в других ИНН,False,100.0,0.01
schema,uzp_dwh_fact_outflow,m_avg_salary_amt,"numeric(18, 2)",False,Средняя зарплата в отчетный месяц,False,100.0,34.13
schema,uzp_dwh_fact_outflow,prev_m_avg_salary_amt,"numeric(18, 2)",False,Средняя зарплата в предыдущий месяц,True,100.0,83.45
schema,uzp_dwh_fact_outflow,next_m_avg_salary_amt,"numeric(18, 2)",False,Средняя зарплата в следующий месяц,False,100.0,19.21
schema,uzp_dwh_fact_outflow,prev_m_fl_val,int4,False,Численность ФЛ в предыдущий месяц,False,100.0,1.61
schema,uzp_dwh_fact_outflow,next_m_fl_val,int4,False,Численность ФЛ в следующий месяц,False,100.0,0.97
schema,uzp_dwh_fact_outflow,is_task,boolean,False,Признак выставленной задачи,False,100.0,0.02
schema,uzp_dwh_fact_outflow,client_communication_infopovod,varchar(4000),False,Инфоповод для общения с клиентами,False,3.22,3.22
schema,uzp_dwh_fact_outflow,is_oktmo,boolean,False,Признак ОКТМО организации (принадлежит ГОСБ эмиссии карт),False,100.0,0.02
schema,uzp_dwh_fact_outflow,oktmo_subject_code,varchar(2),False,Код субъекта РФ согласно справочнику ОКТМО,False,54.18,1.01
schema,uzp_dwh_fact_outflow,oktmo_subject_district_code,varchar(5),False,"Код субъекта РФ, муниципального района или округа согласно справочнику ОКТМО",False,54.18,15.77
schema,uzp_dwh_fact_outflow,oktmo_subject_district_city_code,varchar(8),False,"Код ОКТМО субъекта РФ, муниципального района или округа, городского или сельского поселения согласно справочнику ОКТМО",False,54.18,18.74
schema,uzp_dwh_fact_outflow,oktmo,varchar(11),False,Код ОКТМО,False,54.18,20.59
schema,uzp_dwh_fact_outflow,inserted_dttm,timestamp,False,Дата и время добавления записи,False,100.0,0.02
schema,uzp_dwh_fact_outflow,author_login,text,False,Логин автора записи,False,100.0,0.02
schema,uzp_dim_gosb,tb_id,int4,False,Номер ТБ,True,100.0,6.63
schema,uzp_dim_gosb,tb_short_name,text,False,Краткое наименование ТБ,False,100.0,6.63
schema,uzp_dim_gosb,tb_full_name,text,False,Полное наименование ТБ,False,100.0,6.63
schema,uzp_dim_gosb,old_gosb_name,text,False,Старое наименование ГОСБ,False,100.0,84.53
schema,uzp_dim_gosb,old_gosb_id,int4,False,Старый номер ГОСБ,True,100.0,98.9
schema,uzp_dim_gosb,new_gosb_name,text,False,Новое наименование ГОСБ,False,100.0,57.46
schema,uzp_dim_gosb,new_gosb_id,int4,False,Новый номер ГОСБ,False,100.0,58.01
schema,uzp_dim_gosb,isu_branch_id,int8,False,Номер филиала для ИСУ,False,80.66,54.14
schema,uzp_dim_gosb,isu_branch_name,text,False,Наименование филиала для ИСУ,False,100.0,57.46
schema,uzp_dim_gosb,web_gosb_id,int4,False,Номер ГОСБ,False,96.69,59.12
schema,uzp_dim_gosb,pirs_gosb_id,int8,False,Номер ГОСБ в АС ПИРС,False,97.24,51.93
schema,uzp_dim_gosb,pirs_gosb_name,text,False,Наименование ГОСБ в АС ПИРС,False,100.0,52.49
schema,uzp_dim_gosb,utc_timezone,int2,False,Часовой пояс UTC,False,100.0,6.08
schema,uzp_dim_gosb,timezone_violation_msk,int2,False,Отклонение часового пояса от МСК,False,100.0,6.08
schema,uzp_dim_gosb,region_id,int2,False,Идентификатор региона,False,61.33,45.3
schema,uzp_dim_gosb,region_name,varchar(512),False,Наименование региона,False,61.33,45.3
schema,uzp_dim_gosb,inserted_dttm,timestamp,False,Дата и время добавления записи,False,100.0,0.55
schema,uzp_dim_gosb,author_login,text,False,Логин автора записи,False,100.0,0.55
schema,uzp_data_split_mzp_sale_funnel,report_dt,date,False,Отчетная дата,False,100.0,0.39
schema,uzp_data_split_mzp_sale_funnel,tb_id,int4,False,Идентификатор ТБ,False,100.0,0.11
schema,uzp_data_split_mzp_sale_funnel,tb_name,text,False,Наименование ТБ,False,100.0,0.11
schema,uzp_data_split_mzp_sale_funnel,gosb_id,int4,False,Идентификатор ГОСБ,False,100.0,0.91
schema,uzp_data_split_mzp_sale_funnel,gosb_name,text,False,Наименование ГОСБ,False,100.0,0.91
schema,uzp_data_split_mzp_sale_funnel,department_manager_saphr_id,int8,False,Табельный номер начальника отдела,False,13.78,0.93
schema,uzp_data_split_mzp_sale_funnel,department_manager_saphr_fio,text,False,ФИО начальника отдела,False,13.78,0.93
schema,uzp_data_split_mzp_sale_funnel,task_manager_saphr_id,int8,False,Табельный номер руководителя направления,False,60.6,2.18
schema,uzp_data_split_mzp_sale_funnel,task_manager_saphr_fio,text,False,ФИО руководителя направления,False,60.6,2.18
schema,uzp_data_split_mzp_sale_funnel,manager_saphr_id,int8,False,Табельный номер начальника управления,False,1.34,0.2
schema,uzp_data_split_mzp_sale_funnel,manager_saphr_fio,text,False,ФИО начальника управления,False,1.34,0.2
schema,uzp_data_split_mzp_sale_funnel,saphr_id,int8,False,Табельный номер сотрудника,False,100.0,20.74
schema,uzp_data_split_mzp_sale_funnel,fio,text,False,ФИО сотрудника,False,100.0,20.72
schema,uzp_data_split_mzp_sale_funnel,km_saphr_id,int8,False,Табельный номер клиентского менеджера,False,0.0,0.0
schema,uzp_data_split_mzp_sale_funnel,km_fio,text,False,ФИО клиентского менеджера,False,0.0,0.0
schema,uzp_data_split_mzp_sale_funnel,post_id,int4,False,Идентификатор должности сотрудника,False,100.0,0.04
schema,uzp_data_split_mzp_sale_funnel,post_name,text,False,Должность сотрудника,False,100.0,0.04
schema,uzp_data_split_mzp_sale_funnel,task_role_name,text,False,Наименование роли сотрудника по задаче,False,94.25,0.04
schema,uzp_data_split_mzp_sale_funnel,task_leader_saphr_id,int8,False,Табельный номер лидера по задаче,False,20.58,12.37
schema,uzp_data_split_mzp_sale_funnel,task_leader_fio,text,False,ФИО лидера по задаче,False,20.58,12.37
schema,uzp_data_split_mzp_sale_funnel,is_task_leader,int4,False,Признак лидера по задаче,False,100.0,0.02
schema,uzp_data_split_mzp_sale_funnel,segment_name,text,False,Наименование сегмента,False,99.99,0.08
schema,uzp_data_split_mzp_sale_funnel,company_name,text,False,Наименование компании,False,100.0,91.2
schema,uzp_data_split_mzp_sale_funnel,inn,int8,False,ИНН,False,100.0,91.44
schema,uzp_data_split_mzp_sale_funnel,epk_id,int8,False,Идентификатор единого профиля клиента (ЕПК),False,100.0,92.32
schema,uzp_data_split_mzp_sale_funnel,task_code,text,False,Код задачи,True,100.0,100.0
schema,uzp_data_split_mzp_sale_funnel,uzp_task_code,text,False,Код задачи УЗП,False,36.68,36.68
schema,uzp_data_split_mzp_sale_funnel,task_created_dt,timestamp,False,Дата создания задачи,False,100.0,72.07
schema,uzp_data_split_mzp_sale_funnel,task_plan_closed_dt,timestamp,False,Плановая дата закрытия задачи,False,90.22,50.02
schema,uzp_data_split_mzp_sale_funnel,task_fact_closed_dt,timestamp,False,Фактическая дата закрытия задачи,False,79.4,78.71
schema,uzp_data_split_mzp_sale_funnel,campaign_code,text,False,Код кампании продаж,False,11.74,0.27
schema,uzp_data_split_mzp_sale_funnel,sale_scenario,varchar(200),False,Сценарий продажи,False,16.23,0.05
schema,uzp_data_split_mzp_sale_funnel,task_category,text,False,Категория задачи,False,100.0,0.02
schema,uzp_data_split_mzp_sale_funnel,task_type,text,False,Тип задачи,False,100.0,0.11
schema,uzp_data_split_mzp_sale_funnel,task_subtype,text,False,Подтип задачи,False,37.06,2.62
schema,uzp_data_split_mzp_sale_funnel,reason_comment,text,False,Инфоповод,False,0.0,0.0
schema,uzp_data_split_mzp_sale_funnel,last_activity_type,text,False,Тип последней активности,False,90.27,0.02
schema,uzp_data_split_mzp_sale_funnel,last_activity_dt,timestamp,False,Дата последней активности,False,90.14,85.17
schema,uzp_data_split_mzp_sale_funnel,last_activity_status,text,False,Статус последней активности,False,100.0,0.09
schema,uzp_data_split_mzp_sale_funnel,np_motiv_qty,"numeric(18, 2)",False,"Количество новых получателей, учтенных в мотивацию МЗП",False,100.0,0.46
schema,uzp_data_split_mzp_sale_funnel,staff_qty,int4,False,Количество сотрудников организации,False,100.0,0.01
schema,uzp_data_split_mzp_sale_funnel,task_source_code,text,False,Источник задачи,False,100.0,0.06
schema,uzp_data_split_mzp_sale_funnel,is_closed,int4,False,Признак закрытия задачи,False,100.0,0.02
schema,uzp_data_split_mzp_sale_funnel,is_success_closed,int4,False,Признак успешного закрытия задачи,False,100.0,0.02
schema,uzp_data_split_mzp_sale_funnel,is_worked,int4,False,Признак - задача выполняется,False,100.0,0.02
schema,uzp_data_split_mzp_sale_funnel,is_np_task,int4,False,Признак наличия задачи на привлечение новых получателей,False,100.0,0.01
schema,uzp_data_split_mzp_sale_funnel,is_overdue_task,int4,False,Признак просроченной задачи,False,100.0,0.02
schema,uzp_data_split_mzp_sale_funnel,is_required_task,int4,False,Признак обязательной или необязательной задачи,False,100.0,0.02
schema,uzp_data_split_mzp_sale_funnel,is_deal_created,int4,False,Признак оформления сделки,False,100.0,0.02
schema,uzp_data_split_mzp_sale_funnel,is_interest_offer,int4,False,Признак проявления интереса к предложению,False,100.0,0.01
schema,uzp_data_split_mzp_sale_funnel,is_outflow,int4,False,Признак подтверждения оттока,False,100.0,0.01
schema,uzp_data_split_mzp_sale_funnel,employee_potential_qty,int4,False,Потенциал численности,False,100.0,0.01
schema,uzp_data_split_mzp_sale_funnel,holding_name,text,False,Наименование холдинга,False,64.75,35.97
schema,uzp_data_split_mzp_sale_funnel,np_qty,int4,False,Количество НП (общее),False,100.0,0.01
schema,uzp_data_split_mzp_sale_funnel,new_fl_qty,"numeric(18, 2)",False,Количество новых физических лиц,False,100.0,0.73
schema,uzp_data_split_mzp_sale_funnel,staff_deal_qty,int4,False,"Количество сотрудников организации, планируемых к привлечению",False,100.0,0.51
schema,uzp_data_split_mzp_sale_funnel,deal_code,varchar(200),False,Код сделки,False,26.84,26.84
schema,uzp_data_split_mzp_sale_funnel,deal_created_dt,timestamp,False,Дата создания сделки,False,26.84,26.84
schema,uzp_data_split_mzp_sale_funnel,deal_m_dt,date,False,Месяц создания сделки,False,26.84,0.39
schema,uzp_data_split_mzp_sale_funnel,modified_dttm,timestamp,False,Дата и время изменения данных,False,100.0,0.01
schema,uzp_data_payroll_m,acc_num,text,False,Номер счета,True,100.0,99.99
schema,uzp_data_payroll_m,acc_open_dt,date,False,Дата открытия счета,False,99.38,44.17
schema,uzp_data_payroll_m,acc_subtype,int2,False,Подтип кода счета,False,78.2,0.2
schema,uzp_data_payroll_m,acc_type,int2,False,Тип агрегирования по периодам SUM->сумма/AVG->средневзешенное/LAST->последний период,False,78.2,0.16
schema,uzp_data_payroll_m,actual_client_tid,int8,False,Актуальный идентификатор клиента,False,79.74,76.96
schema,uzp_data_payroll_m,amt,"numeric(38, 2)",False,Сумма транзакции,True,100.0,86.67
schema,uzp_data_payroll_m,client_category,int2,False,Категория клиента,False,62.72,0.1
schema,uzp_data_payroll_m,company_name,text,False,"Наименование компании, заключившей ЗП договор",False,99.99,54.91
schema,uzp_data_payroll_m,document_info_sha1,int8,False,Номер паспорта клиента(закодирован),False,75.47,75.46
schema,uzp_data_payroll_m,agrmnt_dt,date,False,Дата заключения договора,False,93.4,25.06
schema,uzp_data_payroll_m,agrmnt_num,text,False,Номер договора,False,95.18,43.63
schema,uzp_data_payroll_m,enrollment_transcription,text,False,Вид зачисления,False,78.15,0.57
schema,uzp_data_payroll_m,enrollment_type,int2,False,Тип зачисления,False,100.0,0.55
schema,uzp_data_payroll_m,epk_id,int8,False,Идентификатор ЕПК,False,99.95,99.94
schema,uzp_data_payroll_m,gosb_id,int4,False,ГОСБ,False,92.8,0.98
schema,uzp_data_payroll_m,sys_gosb_id,int4,False,Системный номер ГОСБ,False,100.0,1.05
schema,uzp_data_payroll_m,inn,text,False,ИНН,False,100.0,44.69
schema,uzp_data_payroll_m,inn_parsing,text,False,ИНН,False,0.03,0.03
schema,uzp_data_payroll_m,ipt_name,text,False,Системный номер ОСБ,False,77.17,0.04
schema,uzp_data_payroll_m,sys_osb_id,int4,False,Номер ОСБ,False,100.0,1.1
schema,uzp_data_payroll_m,card_type,text,False,Тип карты,False,77.17,0.36
schema,uzp_data_payroll_m,modified_dttm,timestamp,False,Дата-время изменения записи,False,100.0,0.94
schema,uzp_data_payroll_m,report_dt,date,False,Отчетная дата,False,100.0,0.98
schema,uzp_data_payroll_m,tb_id,int2,False,ТБ,False,92.8,0.14
schema,uzp_data_payroll_m,sys_tb_id,int2,False,Системный номер ТБ,False,100.0,0.12
schema,uzp_data_payroll_m,transaction_qty,int2,False,Количество транзакций,False,100.0,0.25
schema,uzp_data_payroll_m,untb,int8,False,Количество транзакций,False,75.47,75.46
schema,uzp_data_payroll_m,vsp_id,int4,False,ВСП,False,92.7,14.52
schema,uzp_data_payroll_m,sys_vsp_id,int4,False,ВСП (числовой),False,99.9,14.66
schema,uzp_data_payroll_m,report_id,int8,False,Идентификатор отчета(ЮЛ),False,7.12,4.53
schema,uzp_data_payroll_m,is_security_force,boolean,False,Признак силовой структуры,False,7.2,0.02
schema,uzp_data_payroll_m,segment_name,text,False,Наименование сегмента клиента (ЮЛ),False,7.2,0.08
schema,uzp_data_payroll_m,enrollment_kind_descr,text,False,Описание рода выплаты (Основные/Прочие),False,7.2,0.02
schema,uzp_data_payroll_m,market_share_flag_name,text,False,Наименование признака участия в доле рынка,False,7.2,0.07
schema,uzp_data_payroll_m,src_system_name,text,False,Наименование системы источника,False,7.2,0.06
schema,uzp_data_emp_epk_assignment,epk_id,int8,False,Идентификатор ЕПК,False,100.0,98.43
schema,uzp_data_emp_epk_assignment,saphr_id,int8,False,Табельный номер сотрудника,False,99.71,26.85
schema,uzp_data_emp_epk_assignment,post_id,int8,False,Идентификатор должности сотрудника,False,96.47,0.9
schema,uzp_data_emp_epk_assignment,pos_id,int8,False,Идентификатор позиции сотрудника,False,96.47,23.68
schema,uzp_data_emp_epk_assignment,role_id,int4,False,Идентификатор закрепленной роли,False,100.0,0.05
schema,uzp_data_emp_epk_assignment,start_dttm,timestamp,False,Дата и время начала закрепления,False,100.0,98.62
schema,uzp_data_emp_epk_assignment,end_dttm,timestamp,False,Дата и время окончания закрепления,False,73.09,72.06
schema,uzp_data_emp_epk_assignment,balance_unit_code,varchar(100),False,Код балансовой единицы,False,96.47,0.12
schema,uzp_data_emp_epk_assignment,tb_id,int2,False,Идентификатор ТБ,False,96.47,0.12
schema,uzp_data_emp_epk_assignment,gosb_id,int4,False,Идентификатор ГОСБ,False,96.47,0.98
schema,uzp_data_emp_epk_assignment,gosb_code,varchar(100),False,Код ГОСБ,False,80.62,0.86
schema,uzp_data_emp_epk_assignment,sap_gosb_code,varchar(100),False,Исходный код ГОСБ из SAP,False,80.47,0.81
schema,uzp_data_emp_epk_assignment,vsp_code,varchar(100),False,Код ВСП,False,1.05,0.38
schema,uzp_data_emp_epk_assignment,modified_dttm,timestamp,False,Дата и время изменения записи,False,100.0,0.01
schema,uzp_data_epk_consolidation,epk_id,int8,False,Идентификатор ЕПК,True,100.0,100.0
schema,uzp_data_epk_consolidation,epk_create_dttm,timestamp,False,Дата создания карточки ЕПК,False,100.0,98.91
schema,uzp_data_epk_consolidation,client_type_id,int2,False,Идентификатор типа клиента,False,100.0,0.06
schema,uzp_data_epk_consolidation,client_type_name,varchar(255),False,Наименование типа клиента,False,100.0,0.06
schema,uzp_data_epk_consolidation,industry_id,int2,False,Идентификатор отрасли,False,32.1,0.23
schema,uzp_data_epk_consolidation,industry_name,varchar(255),False,Наименование отрасли,False,32.1,0.23
schema,uzp_data_epk_consolidation,inn,int8,False,ИНН,False,77.56,77.55
schema,uzp_data_epk_consolidation,kpp,int8,False,КПП,False,20.05,7.43
schema,uzp_data_epk_consolidation,ogrn,int8,False,ОГРН,False,77.39,77.38
schema,uzp_data_epk_consolidation,okato,int8,False,ОКАТО,False,44.3,18.92
schema,uzp_data_epk_consolidation,oktmo,int8,False,ОКТМО,False,42.54,16.83
schema,uzp_data_epk_consolidation,old_epk_id,varchar(4000),False,История изменений ЕПК,False,8.13,8.13
schema,uzp_data_epk_consolidation,segment_id,int2,False,Идентификатор сегмента,False,99.98,0.08
schema,uzp_data_epk_consolidation,segment_name,varchar(100),False,Наименование сегмента,False,99.98,0.08
schema,uzp_data_epk_consolidation,priority_id,int2,False,Идентификатор приоритета,False,29.4,0.17
schema,uzp_data_epk_consolidation,priority_name,varchar(100),False,Наименование приоритета,False,29.4,0.17
schema,uzp_data_epk_consolidation,company_name,varchar(4000),False,Наименование компании,False,100.0,99.26
schema,uzp_data_epk_consolidation,holding_epk_id,int8,False,Идентификатор ЕПК холдинга,False,7.84,7.42
schema,uzp_data_epk_consolidation,holding_name,varchar(500),False,Наименование холдинга,False,7.84,7.42
schema,uzp_data_epk_consolidation,reference_holding_name,varchar(500),False,Наименование эталонного холдинга,False,7.84,7.31
schema,uzp_data_epk_consolidation,head_holding_epk_id,int8,False,Идентификатор ЕПК головного холдинга,False,7.84,7.39
schema,uzp_data_epk_consolidation,head_holding_name,varchar(500),False,Наименование головного холдинга,False,7.84,7.39
schema,uzp_data_epk_consolidation,reference_head_holding_name,varchar(500),False,Наименование эталонного головного холдинга,False,7.84,7.28
schema,uzp_data_epk_consolidation,is_parent,boolean,False,Признак головной организации,False,100.0,0.02
schema,uzp_data_epk_consolidation,is_key_client,boolean,False,Признак ключевого клиента,False,100.0,0.02
schema,uzp_data_epk_consolidation,importance_lvl_id,int2,False,Идентификатор уровня значимости,False,0.01,0.01
schema,uzp_data_epk_consolidation,tb_id,int2,False,Идентификатор ТБ,False,45.4,0.11
schema,uzp_data_epk_consolidation,gosb_id,int4,False,Идентификатор ГОСБ,False,45.4,0.87
schema,uzp_data_epk_consolidation,oktmo_gosb_id,int4,False,Идентификатор ГОСБ в соответствии со значением ОКТМО,False,41.33,0.84
schema,uzp_data_epk_consolidation,okato_gosb_id,int4,False,Идентификатор ГОСБ в соответствии со значением ОКАТО,False,41.7,0.87
schema,uzp_data_epk_consolidation,epk_gosb_id,int4,False,Идентификатор ГОСБ из витрины данных ЕПК КБ,False,33.93,0.83
schema,uzp_data_epk_consolidation,payroll_gosb_id,int4,False,Идентификатор ГОСБ по максимальному количеству зачислений,False,12.39,0.86
schema,uzp_data_epk_consolidation,km_gosb_id,int4,False,Идентификатор ГОСБ по значению ГОСБ закрепленного КМ,False,7.49,0.77
schema,uzp_data_epk_consolidation,last_mzp_activity_gosb_id,int4,False,"Идентификатор ГОСБ по значению ГОСБ сотрудника, создавшего последнюю по дате активность по клиенту",False,1.67,0.6
schema,uzp_data_epk_consolidation,last_deal_gosb_id,int4,False,"Идентификатор ГОСБ по сотруднику, создавшему последнюю по дате сделку по клиенту",False,3.55,0.75
schema,uzp_data_epk_consolidation,kpp_gosb_id,int4,False,Идентификатор ГОСБ в соответствии со значением КПП,False,18.76,0.82
schema,uzp_data_epk_consolidation,gosb_method_id,int2,False,Идентификатор метода для заполнения поля gosb_id,False,100.0,0.12
schema,uzp_data_epk_consolidation,status_id,int2,False,Идентификатор статуса организации,False,76.4,0.05
schema,uzp_data_epk_consolidation,status_name,varchar(100),False,Наименование статуса для организации,False,76.4,0.05
schema,uzp_data_epk_consolidation,is_educational,boolean,False,Признак ВУЗ,False,100.0,0.01
schema,uzp_data_epk_consolidation,is_military,boolean,False,Признак силовой организации,False,100.0,0.02
schema,uzp_data_epk_consolidation,report_id,int8,False,Идентификатор во внешней системе,False,64.11,64.1
schema,uzp_data_epk_consolidation,modified_dttm,timestamp,False,Дата и время изменения записи,False,100.0,0.01
schema,uzp_dwh_sap_staff_emp,report_dt,date,False,Отчетная дата,True,100.0,11.62
schema,uzp_dwh_sap_staff_emp,saphr_id,int8,False,Табельный номер,True,100.0,36.25
schema,uzp_dwh_sap_staff_emp,fio,varchar(100),False,ФИО,False,96.35,36.56
schema,uzp_dwh_sap_staff_emp,post_id,int8,False,Идентификатор эталонной должности,False,100.0,0.18
schema,uzp_dwh_sap_staff_emp,post_name,varchar(100),False,Наименование эталонной должности,False,100.0,0.18
schema,uzp_dwh_sap_staff_emp,pos_id,int8,False,Идентификатор штатной должности,True,100.0,31.64
schema,uzp_dwh_sap_staff_emp,pos_name,varchar(100),False,Наименование штатной должности,False,100.0,0.19
schema,uzp_dwh_sap_staff_emp,tb_code,varchar(100),False,Код ТБ,False,100.0,0.11
schema,uzp_dwh_sap_staff_emp,tb_id,int2,False,Идентификатор ТБ,False,100.0,0.11
schema,uzp_dwh_sap_staff_emp,gosb_code,varchar(100),False,Код ГОСБ,False,87.47,0.86
schema,uzp_dwh_sap_staff_emp,sap_gosb_code,varchar(100),False,Исходный код ГОСБ из SAP,False,86.17,0.79
schema,uzp_dwh_sap_staff_emp,gosb_id,int4,False,Идентификатор ГОСБ,False,100.0,0.97
schema,uzp_dwh_sap_staff_emp,city,varchar(100),False,Город,False,100.0,2.08
schema,uzp_dwh_sap_staff_emp,post_total_experience_ym,varchar(100),False,Стаж в должности общий (лет/мес),False,96.33,1.47
schema,uzp_dwh_sap_staff_emp,post_continuous_experience_ym,varchar(100),False,Стаж в должности непрерывный (лет/мес),False,96.33,1.45
schema,uzp_dwh_sap_staff_emp,sb_total_experience_ym,varchar(100),False,Стаж в СБ общий (лет/мес),False,96.35,4.58
schema,uzp_dwh_sap_staff_emp,sb_continuous_experience_ym,varchar(100),False,Стаж в СБ непрерывный (лет/мес),False,96.35,4.69
schema,uzp_dwh_sap_staff_emp,pos_vacancy_dt,date,False,Дата образования вакансии,False,3.65,1.88
schema,uzp_dwh_sap_staff_emp,fact_qty,int2,False,Фактическая численность,False,100.0,0.02
schema,uzp_dwh_sap_staff_emp,post_cnt_fill,numeric,False,Доля занимаемой ставки,False,100.0,0.05
schema,uzp_dwh_sap_staff_emp,post_start_dt,date,False,Дата вступления в должность,False,100.0,2.69
schema,uzp_dwh_sap_staff_emp,org_id,int8,False,Идентификатор организационной единицы,False,100.0,3.29
schema,uzp_dwh_sap_staff_emp,manager_lvl_1_saphr_id,int8,False,Табельный номер руководителя первого уровня,False,92.06,5.82
schema,uzp_dwh_sap_staff_emp,manager_lvl_1_name,varchar(100),False,Наименование должности руководителя первого уровня,False,89.79,0.15
schema,uzp_dwh_sap_staff_emp,manager_lvl_1_fio,varchar(100),False,ФИО руководителя первого уровня,False,89.16,5.89
schema,uzp_dwh_sap_staff_emp,vertical_name,varchar(100),False,Наименование вертикали,True,100.0,0.03
schema,uzp_dwh_sap_staff_emp,modified_dttm,timestamp,False,Дата и время вставки записей в таблицу,False,100.0,1.31
schema,uzp_dwh_sap_staff_emp,role_code,varchar(100),False,Код роли,False,100.0,0.12
